file_name,min,max,mean
2019-11-15_15-26-16-3000.bmp,12,45,25.8015133777846
2019-11-15_10-53-11-1200.bmp,20,86,46.9959620637587
2019-11-14_10-05-08-5490.bmp,19,67,41.2267352097861
2019-11-14_15-40-58-9200.bmp,17,90,44.4079672893232
2019-11-15_10-53-13-4670.bmp,20,103,49.983983983984
2019-11-14_15-43-09-2810.bmp,13,50,27.5142939549719
2019-11-15_10-53-28-2680.bmp,20,107,53.8537011587859
2019-11-15_10-32-26-3730.bmp,18,114,51.3471946522794
2019-11-14_10-34-17-6820.bmp,22,91,45.0853565429837
2019-11-15_14-58-01-0720.bmp,13,52,28.8818818818819
2019-11-15_14-50-48-2440.bmp,16,81,39.5987003953106
68+2019-11-13_11-22-09-0840.bmp,15,87,43.2462123140089
2019-11-15_10-53-15-8150.bmp,20,104,51.3736787635093
2019-11-15_14-50-14-6080.bmp,20,134,47.4278855126313
68+2019-11-13_11-27-46-2150.bmp,16,92,45.4882339967086
2019-11-14_10-34-41-2770.bmp,20,81,43.8223817037376
2019-11-15_15-18-46-7900.bmp,18,91,44.4287338185643
2019-11-15_09-46-15-6960.bmp,8,37,20.4646680578884
68+2019-11-13_11-02-57-0160.bmp,16,57,31.5197400790621
68+2019-11-13_11-02-59-3180.bmp,16,55,32.6625608659507
2019-11-15_10-29-14-9470.bmp,16,90,44.6227583515719
2019-11-15_10-29-36-1610.bmp,15,83,39.6830729034119
2019-11-14_15-42-46-0250.bmp,13,75,27.3582395955277
2019-11-14_15-40-49-6650.bmp,19,89,46.4851800953496
2019-11-15_09-45-51-6770.bmp,11,56,19.9936716377394
68+2019-11-13_11-21-57-1490.bmp,16,99,47.4414923397974
2019-11-15_10-29-40-8600.bmp,14,83,39.4393206766088
68+2019-11-13_11-22-04-3840.bmp,14,90,44.5115115115115
2019-11-15_15-03-59-9790.bmp,20,110,53.4355711643847
68+2019-11-13_11-13-17-4890.bmp,13,70,36.866357883307
2019-11-14_10-34-34-1480.bmp,21,86,45.9010366298502
2019-11-15_10-47-54-7450.bmp,11,49,24.9470657097776
68+2019-11-13_11-12-56-4180.bmp,12,48,26.4823297874145
2019-11-14_10-34-46-4910.bmp,19,77,42.0569213281078
2019-11-14_10-05-21-7850.bmp,20,110,53.0963675539947
2019-11-15_10-17-07-0360.bmp,15,58,32.6982406134949
2019-11-15_15-04-18-8090.bmp,18,93,47.512139257902
2019-11-14_10-34-24-7380.bmp,22,90,47.6952206443732
2019-11-15_15-03-50-5660.bmp,19,97,49.721908349027
2019-11-15_10-38-02-2360.bmp,13,61,30.3190817936581
2019-11-15_15-25-55-1000.bmp,11,38,22.4259683412226
2019-11-14_15-51-22-6110.bmp,19,88,45.5575236253202
2019-11-14_10-34-53-5900.bmp,20,91,40.9731426341596
2019-11-14_15-38-34-4180.bmp,16,80,31.041091939397
2019-11-14_10-25-21-6470.bmp,26,102,55.7164961571741
2019-11-15_10-29-19-6480.bmp,16,88,42.6684990074821
68+2019-11-13_11-28-02-9810.bmp,14,93,42.1252947863117
2019-11-14_10-21-41-9720.bmp,24,91,48.1754296669551
2019-11-14_15-51-31-7910.bmp,18,91,43.6272883052544
68+2019-11-13_11-13-24-3890.bmp,12,63,33.4330771449415
2019-11-14_10-37-47-7690.bmp,14,56,28.0248044654824
68+2019-11-13_11-28-00-6150.bmp,14,92,41.1529834919666
2019-11-14_10-37-37-9690.bmp,15,51,28.572402911386
2019-11-15_15-21-35-0820.bmp,12,48,25.5914558626423
2019-11-15_15-04-02-3100.bmp,20,116,55.4528935715376
2019-11-15_14-50-31-3490.bmp,17,81,43.7833426646986
2019-11-15_10-39-50-8430.bmp,19,92,45.2508101321661
2019-11-15_10-39-58-0090.bmp,17,88,43.3807875672282
68+2019-11-13_11-13-08-2890.bmp,12,60,32.7258275224377
68+2019-11-13_11-27-41-5150.bmp,17,102,48.1889177312906
68+2019-11-13_11-22-11-4500.bmp,15,84,42.6540608405015
2019-11-15_14-57-41-5410.bmp,15,67,33.870565480735
2019-11-15_15-04-04-6730.bmp,20,115,55.7378395344497
2019-11-15_14-58-03-4320.bmp,14,51,28.073429361565
2019-11-14_10-37-12-0820.bmp,15,98,28.9463022344378
2019-11-14_10-05-26-4910.bmp,21,107,54.2440236847017
2019-11-15_09-52-54-6830.bmp,11,58,23.9330007974076
68+2019-11-13_11-13-03-6910.bmp,12,57,30.8327819344768
2019-11-15_09-52-21-3610.bmp,13,85,26.1167268963879
68+2019-11-13_11-27-48-5810.bmp,14,87,44.8967272357103
68+2019-11-13_11-21-59-4820.bmp,16,94,46.8422999270457
2019-11-14_15-40-37-2140.bmp,19,89,44.9719550058533
68+2019-11-13_11-03-01-6190.bmp,16,63,33.3299570757198
68+2019-11-13_11-27-34-4810.bmp,18,92,46.5840586349061
68+2019-11-13_11-22-25-3230.bmp,14,93,41.9234997709574
2019-11-14_10-05-31-1810.bmp,21,107,53.5205374866392
2019-11-14_10-05-14-0840.bmp,20,92,47.0253813135169
68+2019-11-13_11-03-08-5590.bmp,17,67,37.4046079978283
68+2019-11-13_11-22-01-9460.bmp,15,90,44.7990702566974
2019-11-15_10-53-32-9810.bmp,20,105,53.3045248638469
2019-11-14_15-38-17-9830.bmp,13,57,28.6079638960995
2019-11-14_10-34-38-8520.bmp,20,82,44.1158785904549
2019-11-14_15-38-27-3890.bmp,16,53,30.6253202354897
68+2019-11-13_11-21-52-4840.bmp,16,89,44.4519095366553
2019-11-15_10-37-38-7590.bmp,14,59,30.5092719838483
68+2019-11-13_11-13-15-1900.bmp,13,67,36.5720126906568
2019-11-14_10-25-26-3400.bmp,24,102,52.5789857654265
2019-11-15_10-05-55-6360.bmp,16,80,40.6767954395073
2019-11-15_09-45-56-3370.bmp,9,58,20.4204204204204
2019-11-15_09-52-45-2820.bmp,11,48,25.0405150913625
68+2019-11-13_11-27-55-9160.bmp,14,85,42.9878692251574
2019-11-14_10-22-17-2040.bmp,19,90,44.7879744150931
2019-11-14_15-41-08-1080.bmp,17,80,41.5793420539183
NG_2019-11-15_15-03-41-1230.bmp,19,108,45.4168405693829
NG_b157_2021-07-05_16-04-19-8920.bmp,21,255,130.448646146034
NG_b157_2021-07-05_16-11-41-5650.bmp,17,249,98.535940977045
NG_b157_2021-07-05_16-22-31-7730.bmp,20,255,102.571067998865
NG_68+2019-11-15_10-05-57-9860.bmp,15,255,42.0629782324698
NG_b157_2021-07-05_15-54-09-7970.bmp,9,160,40.2533267619517
NG_b157_2021-07-05_16-56-19-4780.bmp,19,255,118.204414773661
NG_b157_2021-07-05_16-20-57-6340.bmp,18,255,106.545738309661
NG_b157_2021-07-05_16-42-50-4030.bmp,23,255,121.059620353361
NG_b157_2021-07-05_16-31-19-4960.bmp,8,255,24.1169257881924
NG_b157_2021-07-05_16-39-56-8250.bmp,19,255,115.532057887898
NG_b157_2021-07-05_15-49-57-0350.bmp,9,106,31.6295532953985
NG_68+2019-11-20_14-01-05-6820.bmp,11,237,24.8903988734497
NG_b157_2021-07-05_16-48-00-0330.bmp,11,217,47.415147034664
NG_b157_2021-07-05_16-24-16-8770.bmp,16,254,96.8378362232478
NG_68+2019-11-20_13-56-19-6970.bmp,11,255,26.2781086170917
NG_b157_2021-07-05_16-44-13-4250.bmp,19,255,112.489732216198
NG_2019-11-14_15-40-39-5350.bmp,19,99,45.0095519248062
NG_b157_2021-07-05_16-52-41-0520.bmp,6,109,15.5561031706916
NG_68+2019-11-15_15-21-21-1590.bmp,15,104,29.0939583651448
NG_b157_2021-07-05_16-57-38-4530.bmp,18,255,114.079812416924
NG_2019-11-15_10-29-07-8580.bmp,18,130,42.8075872482652
NG_68+2019-11-13_11-22-18-4230.bmp,13,137,42.1883408832561
NG_b157_2021-07-05_15-52-27-3890.bmp,10,226,36.3912809713697
NG_b157_2021-07-05_16-23-38-8930.bmp,17,255,97.3007303194587
NG_b157_2021-07-05_16-40-36-2480.bmp,19,255,113.607852801051
NG_2019-11-14_10-05-28-8270.bmp,20,154,53.8060433314671
NG_b157_2021-07-05_16-17-57-8480.bmp,10,255,35.0241199575847
NG_68+2019-11-13_11-03-03-9570.bmp,15,159,34.8786922515736
NG_2019-11-15_09-45-49-2800.bmp,12,53,23.2805517381789
NG_b157_2021-07-05_16-25-52-0480.bmp,16,255,99.3016264169542
NG_b157_2021-07-05_15-58-06-0900.bmp,10,255,41.8921397314695
NG_b157_2021-07-05_16-48-25-8270.bmp,10,245,45.6764490643249
NG_b157_2021-07-05_15-51-16-4180.bmp,8,175,33.3141269770151
NG_2019-11-15_10-53-01-6700.bmp,20,255,45.337456100168
NG_2019-11-14_15-40-34-8600.bmp,19,102,46.4487029402284
NG_2019-11-14_15-41-03-5310.bmp,17,98,43.0828116251845
NG_68+2019-11-20_14-52-17-6500.bmp,14,255,29.4959535806993
NG_2019-11-14_10-21-46-6460.bmp,23,140,48.2989430108074
NG_b157_2021-07-05_16-10-47-6960.bmp,17,255,102.506817808444
NG_b157_2021-07-05_16-54-01-6830.bmp,19,255,115.247621607898
NG_b157_2021-07-05_16-48-13-0480.bmp,10,156,45.75805367624
NG_b157_2021-07-05_16-06-46-5480.bmp,21,255,132.375330435951
NG_b157_2021-07-05_16-29-12-1970.bmp,7,255,21.5880042415281
NG_b157_2021-07-05_16-03-52-9230.bmp,20,255,121.132249055364
NG_b157_2021-07-05_15-54-17-2110.bmp,9,176,40.1676299714742
NG_b157_2021-07-05_16-57-42-2210.bmp,19,255,114.732619442329
NG_2019-11-15_10-40-28-5860.bmp,14,114,38.4218116421506
NG_68+2019-11-13_11-27-43-8810.bmp,17,122,47.6548073497226
NG_b157_2021-07-05_16-29-21-1120.bmp,7,255,21.5296533596189
NG_b157_2021-07-05_16-46-13-3510.bmp,7,92,15.9723553922667
NG_b157_2021-07-05_15-49-23-6600.bmp,10,255,33.4004659706976
NG_b157_2021-07-05_16-52-32-9390.bmp,7,99,14.7029138103559
NG_b157_2021-07-05_16-20-13-3130.bmp,20,255,110.379840793345
NG_68+2019-11-12_14-25-11-8250.bmp,32,125,66.3487555351962
NG_b157_2021-07-05_16-29-59-0180.bmp,7,149,20.9565094015562
NG_b157_2021-07-05_16-26-04-2650.bmp,16,255,98.8417939871858
NG_68+2019-11-13_11-28-07-6810.bmp,14,126,43.5992602772264
NG_2019-11-15_15-21-21-1590.bmp,15,104,29.0939583651448
NG_b157_2021-07-05_16-51-23-3720.bmp,7,147,14.2608539809131
NG_b157_2021-07-05_16-25-19-5620.bmp,18,255,106.96349896202
NG_b157_2021-07-05_16-55-06-5050.bmp,19,255,121.572277730484
NG_b157_2021-07-05_16-42-32-0340.bmp,23,255,124.365294144003
NG_b157_2021-07-05_16-21-14-4200.bmp,18,255,108.043938647191
NG_68+2019-11-13_11-03-15-5060.bmp,19,68,38.5575575575576
NG_2019-11-15_10-47-18-7330.bmp,14,247,30.72085644967
NG_68+2019-11-13_11-27-32-1150.bmp,18,121,52.6934561680324
NG_b157_2021-07-05_16-11-18-2790.bmp,17,255,100.123691324283
NG_b157_2021-07-05_15-53-58-2820.bmp,10,234,41.412294457637
NG_2019-11-15_14-57-58-7460.bmp,15,115,30.1915983780391
NG_68+2019-11-13_11-03-10-8600.bmp,18,148,38.8338507999525
NG_b157_2021-07-05_16-25-27-3310.bmp,16,255,102.398195857043
NG_2019-11-14_10-37-09-6710.bmp,16,131,30.7598615564717
NG_b157_2021-07-05_16-37-35-8750.bmp,8,255,24.5857490628314
NG_b157_2021-07-05_15-51-35-7320.bmp,9,255,33.2400197141449
NG_b157_2021-07-05_16-40-26-5800.bmp,18,255,112.725674686739
NG_2019-11-15_09-52-26-0250.bmp,13,101,27.6935070663884
NG_68+2019-11-20_13-55-58-5380.bmp,11,255,22.763000288424
NG_b157_2021-07-05_16-15-26-9460.bmp,17,255,103.974028107591
NG_b157_2021-07-05_15-52-02-4610.bmp,9,123,35.0485535492928
NG_b157_2021-07-05_16-25-05-9950.bmp,17,254,96.4100691488567
NG_b157_2021-07-05_16-24-46-5780.bmp,17,255,97.7266305240677
NG_68+2019-11-13_11-12-51-7090.bmp,11,99,27.3371337439134
NG_b157_2021-07-05_16-10-36-2780.bmp,17,255,102.088624042296
NG_68+2019-11-15_10-20-16-7220.bmp,12,135,27.7151897660372
NG_b157_2021-07-05_16-31-48-2600.bmp,8,152,25.0398315336709
NG_b157_2021-07-05_15-49-37-2720.bmp,9,201,31.3061965141807
NG_b157_2021-07-05_16-52-05-8620.bmp,6,212,14.9253998835073
NG_2019-11-14_10-37-28-5360.bmp,16,97,30.1621112638062
NG_b157_2021-07-05_15-52-07-9250.bmp,10,101,35.5746374538883
NG_68+2019-11-20_14-51-54-0710.bmp,12,255,28.9088749766716
NG_b157_2021-07-05_16-15-53-7630.bmp,18,248,103.370521379393
NG_2019-11-14_10-05-45-2720.bmp,19,123,47.8296432025246
NG_2019-11-14_10-34-27-0910.bmp,22,255,49.1865594407967
NG_68+2019-11-13_11-13-26-6880.bmp,13,183,32.5415415415415
NG_b157_2021-07-05_16-21-03-1520.bmp,17,255,106.769404244515
NG_b157_2021-07-05_16-23-05-4580.bmp,19,255,97.7361739623938
NG_b157_2021-07-05_16-55-14-7230.bmp,19,255,123.327150260615
NG_b157_2021-07-05_16-50-57-8490.bmp,9,255,21.7881028122526
NG_b157_2021-07-05_16-29-47-1400.bmp,7,130,20.8804755290709
NG_2019-11-15_10-53-08-7750.bmp,19,98,45.2931745304627
NG_b157_2021-07-05_16-54-14-0510.bmp,19,255,120.322236659349
NG_b157_2021-07-05_16-09-56-3920.bmp,18,255,99.0306315993847
NG_b157_2021-07-05_15-50-36-4760.bmp,8,167,33.1120271218842
NG_68+2019-11-13_13-05-45-4260.bmp,11,255,30.9385487182097
NG_b157_2021-07-05_16-14-10-2740.bmp,18,255,103.894350105291
NG_b157_2021-07-05_16-24-00-6930.bmp,17,255,99.8820287647296
NG_b157_2021-07-05_16-48-53-3910.bmp,10,176,44.198500530191
NG_b157_2021-07-05_16-51-15-0570.bmp,7,113,14.4709589736697
NG_b157_2021-07-05_16-20-26-8810.bmp,18,255,107.525740400556
NG_b157_2021-07-05_16-46-44-8410.bmp,7,200,19.0363815583135
NG_b157_2021-07-05_16-05-36-0100.bmp,21,255,140.625252027421
NG_b157_2021-07-05_16-14-02-8560.bmp,18,255,101.530101408367
NG_b157_2021-07-05_16-23-53-9260.bmp,18,255,96.6509700255388
NG_b157_2021-07-05_16-51-30-1850.bmp,7,94,13.8659139447705
NG_2019-11-14_10-21-39-5550.bmp,26,97,52.3843843843844
NG_b157_2021-07-05_16-10-51-6120.bmp,17,255,102.14855802978
NG_68+2019-11-20_13-54-05-1690.bmp,10,103,23.4611730374442
NG_b157_2021-07-05_16-49-47-2210.bmp,10,129,37.9441283211613
NG_b157_2021-07-05_16-43-39-8890.bmp,19,252,116.473139477575
NG_b157_2021-07-05_16-41-34-9670.bmp,18,255,113.690084681213
NG_b157_2021-07-05_16-24-33-0110.bmp,17,255,98.9140045103574
NG_b157_2021-07-05_16-53-44-4160.bmp,21,255,117.571560852487
NG_2019-11-14_15-40-42-2650.bmp,19,151,45.7972209497633
NG_2019-11-15_15-04-16-4750.bmp,20,152,51.3137883646358
NG_2019-11-15_14-50-36-5090.bmp,17,194,42.6540269082642
NG_2019-11-15_15-19-05-3870.bmp,16,115,40.3007244532668
NG_b157_2021-07-05_16-06-07-2290.bmp,21,255,139.007975267709
NG_2019-11-14_10-25-12-2680.bmp,27,169,58.9753312634669
NG_2019-11-14_15-43-02-3550.bmp,13,99,29.1110941449924
NG_b157_2021-07-05_16-20-50-5660.bmp,17,255,108.054706752095
NG_2019-11-14_15-41-01-2090.bmp,18,84,44.2884240172376
NG_2019-11-14_15-38-29-7130.bmp,16,80,31.550228194296
NG_2019-11-14_10-34-15-2980.bmp,22,79,45.6685329397194
NG_2019-11-14_10-05-40-5970.bmp,18,229,50.8872262092601
NG_2019-11-15_15-18-53-8050.bmp,18,127,42.9453690979115
NG_68+2019-11-13_11-22-06-7500.bmp,14,112,44.5827692098879
NG_b157_2021-07-05_16-41-19-6500.bmp,19,255,115.082037725705
NG_68+2019-11-20_15-03-33-2240.bmp,13,152,26.0551398856484
NG_2019-11-14_10-34-48-8440.bmp,19,151,42.1088885495665
NG_b157_2021-07-05_16-46-38-1280.bmp,7,255,19.3084964977523
NG_b157_2021-07-05_16-45-26-7610.bmp,6,140,16.0474632973401
NG_b157_2021-07-05_16-23-15-8760.bmp,18,255,97.7530952700987
NG_68+2019-11-13_11-27-39-1820.bmp,17,181,45.7036188731104
NG_b157_2021-07-05_16-23-45-2100.bmp,17,255,98.0464775900951
NG_b157_2021-07-05_16-39-40-1070.bmp,20,255,112.051182101946
NG_2019-11-14_15-51-01-6690.bmp,23,94,51.9063809572284
NG_b157_2021-07-05_16-50-13-4860.bmp,10,105,36.6843197873262
NG_2019-11-14_15-51-04-0570.bmp,22,224,48.7248774197927
NG_b157_2021-07-05_16-43-06-0710.bmp,21,255,122.610750182953
NG_68+2019-11-13_11-21-47-7520.bmp,18,101,51.7779304728457
NG_2019-11-14_15-38-15-5760.bmp,14,59,31.4031998099795
NG_b157_2021-07-05_16-03-33-7550.bmp,20,255,118.398778320415
NG_2019-11-14_10-05-33-5350.bmp,21,211,53.1588707351419
NG_68+2019-11-13_11-27-51-1760.bmp,16,115,45.1626541796033
NG_b157_2021-07-05_16-20-37-6990.bmp,18,255,107.426482667981
NG_b157_2021-07-05_16-45-41-5740.bmp,6,134,15.9402900368893
NG_2019-11-14_15-51-24-8970.bmp,19,98,44.8652550855941
NG_2019-11-14_15-42-43-6760.bmp,14,62,29.1107887548565
NG_68+2019-11-13_11-13-10-5880.bmp,12,230,35.2158429616057
NG_b157_2021-07-05_15-54-29-6910.bmp,9,152,39.9857669847813
NG_b157_2021-07-05_16-57-30-0350.bmp,19,255,111.917439550756
NG_2019-11-15_15-04-09-3650.bmp,20,192,55.4812100235829
NG_2019-11-15_10-53-40-0240.bmp,18,216,47.6539081454336
NG_b157_2021-07-05_16-46-49-8050.bmp,7,209,18.9797930014786
NG_b157_2021-07-05_16-46-59-7690.bmp,7,91,19.2102991472139
NG_2019-11-15_15-26-32-5240.bmp,11,165,23.20691878319
NG_b157_2021-07-05_16-55-37-4410.bmp,19,255,122.233134698389
NG_68+2019-11-20_14-49-25-5500.bmp,11,188,23.6474270881051
NG_b157_2021-07-05_16-11-31-4460.bmp,17,255,98.4244813835745
NG_b157_2021-07-05_16-12-10-2820.bmp,17,255,101.570843974491
NG_b157_2021-07-05_15-50-26-6620.bmp,9,188,32.6897710470899
NG_2019-11-15_14-57-48-5870.bmp,19,86,37.52394767649
NG_b157_2021-07-05_16-49-17-6060.bmp,10,203,41.3119166031931
NG_b157_2021-07-05_15-55-31-1970.bmp,10,131,37.0467464193438
NG_b157_2021-07-05_16-29-55-8040.bmp,7,121,20.5474110249862
NG_b157_2021-07-05_16-13-52-4390.bmp,18,255,103.95382110907
NG_b157_2021-07-05_16-24-09-2600.bmp,17,255,99.2407067222247
NG_2019-11-15_15-04-07-0350.bmp,20,213,56.4777828676134
NG_2019-11-15_10-53-04-0820.bmp,20,104,47.6207902818072
NG_2019-11-14_10-22-14-8520.bmp,21,105,45.7633905091532
NG_b157_2021-07-05_15-54-22-3260.bmp,9,241,40.87251519632
NG_b157_2021-07-05_15-51-11-7040.bmp,8,244,33.0277790223576
NG_2019-11-15_10-32-19-3230.bmp,20,138,54.1971971971972
NG_2019-11-15_15-26-25-5980.bmp,11,146,25.8748239765189
NG_b157_2021-07-05_16-52-24-8260.bmp,6,99,14.679480860851
NG_2019-11-15_10-38-06-9340.bmp,13,98,32.624353166726
NG_2019-11-14_15-38-32-0660.bmp,17,82,31.3284979895149
NG_b157_2021-07-05_16-54-39-9870.bmp,19,255,122.500873695058
NG_b157_2021-07-05_15-51-41-3970.bmp,8,201,33.2264587720477
NG_b157_2021-07-05_15-53-24-4030.bmp,11,172,43.4088594172379
NG_2019-11-15_10-53-30-6170.bmp,21,124,56.102458390594
NG_b157_2021-07-05_16-24-23-8440.bmp,16,255,96.8785787893723
NG_2019-11-15_10-29-03-1240.bmp,19,89,48.0345599837125
NG_68+2019-11-13_11-28-05-3150.bmp,15,161,44.2278549736177
NG_68+2019-11-12_14-20-13-4830.bmp,26,129,50.0867307985952
NG_68+2019-11-13_11-22-23-0230.bmp,15,108,43.384503147215
NG_2019-11-15_10-05-57-9860.bmp,15,255,42.0629782324698
NG_b157_2021-07-05_16-40-48-9150.bmp,19,255,116.657660886838
NG_b157_2021-07-05_16-29-36-7260.bmp,7,255,21.2752064757979
NG_b157_2021-07-05_15-53-50-8170.bmp,9,138,41.5033230282121
NG_2019-11-15_09-46-06-2690.bmp,10,255,23.1636551806043
NG_68+2019-11-13_11-02-47-7740.bmp,13,71,28.4446480378684
NG_b157_2021-07-05_16-13-30-8850.bmp,21,255,111.928640769449
NG_68+2019-11-20_13-41-18-9760.bmp,9,255,24.9597224342987
NG_2019-11-15_10-39-53-2590.bmp,17,177,44.5400994214554
NG_2019-11-14_15-38-53-2240.bmp,14,94,28.4651940075669
NG_b157_2021-07-05_16-28-56-3830.bmp,7,240,20.0695969054766
NG_b157_2021-07-05_16-16-09-6810.bmp,17,255,107.875233358723
NG_2019-11-15_10-40-12-1480.bmp,16,189,41.173631258377
NG_68+2019-11-13_11-13-28-9890.bmp,12,189,33.6456965440016
NG_68+2019-11-13_11-22-13-7840.bmp,14,255,48.509034458187
NG_b157_2021-07-05_16-13-40-0030.bmp,20,255,111.545559090162
NG_2019-11-15_09-52-18-9640.bmp,14,73,28.103306696527
NG_b157_2021-07-05_16-51-44-7980.bmp,6,144,13.4882387203728
NG_b157_2021-07-05_16-56-32-5470.bmp,20,255,119.345878698269
NG_2019-11-15_10-37-59-8890.bmp,13,64,32.0811659116744
NG_2019-11-15_09-52-57-0140.bmp,11,93,24.9502553400858
NG_b157_2021-07-05_16-21-27-3880.bmp,18,255,110.704750810221
